year,name,rank,sex
2007,Anthony,7,male
2007,William,8,male
2007,Matthew,9,male
2007,Andrew,10,male
2007,Alexander,11,male
2007,David,12,male
2007,Joseph,13,male
2007,Noah,14,male
2007,James,15,male
2007,Ryan,16,male
2007,Logan,17,male
2007,Jayden,18,male
2007,John,19,male
2007,Nicholas,20,male
2008,Jacob,1,male
2008,Michael,2,male
2008,Ethan,3,male
2008,Joshua,4,male
2008,Daniel,5,male
2008,Alexander,6,male
2008,Anthony,7,male
2008,William,8,male
2008,Christopher,9,male
2008,Matthew,10,male
2008,Jayden,11,male
2008,Andrew,12,male
2008,Joseph,13,male
2008,David,14,male
2008,Noah,15,male
2008,Aiden,16,male
2008,James,17,male
2008,Ryan,18,male
2008,Logan,19,male
2008,John,20,male
2009,Jacob,1,male
2009,Ethan,2,male
2009,Michael,3,male
2009,Alexander,4,male
2009,William,5,male
2009,Joshua,6,male
2009,Daniel,7,male
2009,Jayden,8,male
2009,Noah,9,male
2009,Christopher,10,male
2009,Anthony,11,male
2009,Aiden,12,male
2009,Matthew,13,male
2009,David,14,male
2009,Joseph,15,male
2009,Andrew,16,male
2009,Logan,17,male
2009,James,18,male
2009,Benjamin,19,male
2009,Ryan,20,male
2010,Jacob,1,male
2010,Ethan,2,male
2010,Michael,3,male
2010,Jayden,4,male
2010,William,5,male
2010,Alexander,6,male
2010,Noah,7,male
2010,Daniel,8,male
2010,Aiden,9,male
2010,Anthony,10,male
2010,Joshua,11,male
2010,Mason,12,male
2010,Christopher,13,male
2010,Andrew,14,male
2010,David,15,male
2010,Matthew,16,male
2010,Logan,17,male
2010,Elijah,18,male
2010,James,19,male
2010,Joseph,20,male
2011,Jacob,1,male
2011,Mason,2,male
2011,William,3,male
2011,Jayden,4,male
2011,Noah,5,male
2011,Michael,6,male
2011,Ethan,7,male
2011,Alexander,8,male
2011,Aiden,9,male
2011,Daniel,10,male
2011,Anthony,11,male
2011,Matthew,12,male
2011,Elijah,13,male
2011,Joshua,14,male
2011,Liam,15,male
2011,Andrew,16,male
2011,James,17,male
2011,David,18,male
2011,Benjamin,19,male
2011,Christopher,20,male
2012,Jacob,1,male
2012,Mason,2,male
2012,Ethan,3,male
2012,Noah,4,male
2012,William,5,male
2012,Liam,6,male
2012,Michael,7,male
2012,Jayden,8,male
2012,Alexander,9,male
2012,Aiden,10,male
2012,Daniel,11,male
2012,Matthew,12,male
2012,Elijah,13,male
2012,James,14,male
2012,Anthony,15,male
2012,Benjamin,16,male
2012,Joshua,17,male
2012,Andrew,18,male
2012,Joseph,19,male
2012,David,20,male
2013,Noah,1,male
2013,Jacob,2,male
2013,Liam,3,male
2013,Mason,4,male
2013,William,5,male
2013,Ethan,6,male
2013,Michael,7,male
2013,Alexander,8,male
2013,Jayden,9,male
2013,Daniel,10,male
2013,Elijah,11,male
2013,Aiden,12,male
2013,James,13,male
2013,Benjamin,14,male
2013,Matthew,15,male
2013,Jackson,16,male
2013,David,17,male
2013,Logan,18,male
2013,Anthony,19,male
2013,Joseph,20,male
2014,Noah,1,male
2014,Liam,2,male
2014,Mason,3,male
2014,Jacob,4,male
2014,William,5,male
2014,Ethan,6,male
2014,Michael,7,male
2014,Alexander,8,male
2014,James,9,male
2014,Daniel,10,male
2014,Elijah,11,male
2014,Benjamin,12,male
2014,Logan,13,male
2014,Aiden,14,male
2014,Jayden,15,male
2014,Matthew,16,male
2014,Jackson,17,male
2014,David,18,male
2014,Lucas,19,male
2014,Joseph,20,male
2015,Noah,1,male
2015,Liam,2,male
2015,Mason,3,male
2015,Jacob,4,male
2015,William,5,male
2015,Ethan,6,male
2015,James,7,male
2015,Alexander,8,male
2015,Michael,9,male
2015,Benjamin,10,male
2015,Elijah,11,male
2015,Daniel,12,male
2015,Aiden,13,male
2015,Logan,14,male
2015,Matthew,15,male
2015,Lucas,16,male
2015,Jackson,17,male
2015,David,18,male
2015,Oliver,19,male
2015,Jayden,20,male
2016,Noah,1,male
2016,Liam,2,male
2016,William,3,male
2016,Mason,4,male
2016,James,5,male
2016,Benjamin,6,male
2016,Jacob,7,male
2016,Michael,8,male
2016,Elijah,9,male
2016,Ethan,10,male
2016,Alexander,11,male
2016,Oliver,12,male
2016,Daniel,13,male
2016,Lucas,14,male
2016,Matthew,15,male
2016,Aiden,16,male
2016,Jackson,17,male
2016,Logan,18,male
2016,David,19,male
2016,Joseph,20,male
2017,Liam,1,male
2017,Noah,2,male
2017,William,3,male
2017,James,4,male
2017,Logan,5,male
2017,Benjamin,6,male
2017,Mason,7,male
2017,Elijah,8,male
2017,Jacob,9,male
2017,Oliver,10,male
2017,Lucas,11,male
2017,Michael,12,male
2017,Alexander,13,male
2017,Ethan,14,male
2017,Daniel,15,male
2017,Matthew,16,male
2017,Aiden,17,male
2017,Henry,18,male
2017,Joseph,19,male
2017,Jackson,20,male
2018,Liam,1,male
2018,Noah,2,male
2018,William,3,male
2018,James,4,male
2018,Oliver,5,male
2018,Benjamin,6,male
2018,Elijah,7,male
2018,Lucas,8,male
2018,Mason,9,male
2018,Logan,10,male
2018,Alexander,11,male
2018,Ethan,12,male
2018,Jacob,13,male
2018,Michael,14,male
2018,Daniel,15,male
2018,Henry,16,male
2018,Jackson,17,male
2018,Sebastian,18,male
2018,Aiden,19,male
2018,Matthew,20,male
2019,Liam,1,male
2019,Noah,2,male
2019,Oliver,3,male
2019,William,4,male
2019,Elijah,5,male
2019,James,6,male
2019,Benjamin,7,male
2019,Lucas,8,male
2019,Mason,9,male
2019,Ethan,10,male
2019,Alexander,11,male
2019,Henry,12,male
2019,Jacob,13,male
2019,Michael,14,male
2019,Daniel,15,male
2019,Logan,16,male
2019,Jackson,17,male
2019,Sebastian,18,male
2019,Jack,19,male
2019,Aiden,20,male
2020,Liam,1,male
2020,Noah,2,male
2020,Oliver,3,male
2020,Elijah,4,male
2020,William,5,male
2020,James,6,male
2020,Benjamin,7,male
2020,Lucas,8,male
2020,Henry,9,male
2020,Alexander,10,male
2020,Mason,11,male
2020,Michael,12,male
2020,Ethan,13,male
2020,Daniel,14,male
2020,Jacob,15,male
2020,Logan,16,male
2020,Jackson,17,male
2020,Levi,18,male
2020,Sebastian,19,male
2020,Mateo,20,male
1880,Mary,1,female
1880,Anna,2,female
1880,Emma,3,female
1880,Elizabeth,4,female
1880,Minnie,5,female
1880,Margaret,6,female
1880,Ida,7,female
1880,Alice,8,female
1880,Bertha,9,female
1880,Sarah,10,female
1880,Annie,11,female
1880,Clara,12,female
1880,Ella,13,female
1880,Florence,14,female
1880,Cora,15,female
1880,Martha,16,female
1880,Laura,17,female
1880,Nellie,18,female
1880,Grace,19,female
1880,Carrie,20,female
1881,Mary,1,female
1881,Anna,2,female
1881,Emma,3,female
1881,Elizabeth,4,female
1881,Margaret,5,female
1881,Minnie,6,female
1881,Ida,7,female
1881,Annie,8,female
1881,Bertha,9,female
1881,Alice,10,female
1881,Clara,11,female
1881,Sarah,12,female
1881,Ella,13,female
1881,Nellie,14,female
1881,Grace,15,female
1881,Florence,16,female
1881,Martha,17,female
1881,Cora,18,female
1881,Laura,19,female
1881,Carrie,20,female
1882,Mary,1,female
1882,Anna,2,female
1882,Emma,3,female
1882,Elizabeth,4,female
1882,Minnie,5,female
1882,Margaret,6,female
1882,Ida,7,female
1882,Alice,8,female
1882,Bertha,9,female
1882,Annie,10,female
1882,Clara,11,female
1882,Sarah,12,female
1882,Florence,13,female
1882,Martha,14,female
1882,Ella,15,female
1882,Grace,16,female
1882,Laura,17,female
1882,Bessie,18,female
1882,Nellie,19,female
1882,Maude,20,female
1883,Mary,1,female
1883,Anna,2,female
1883,Emma,3,female
1883,Elizabeth,4,female
1883,Minnie,5,female
1883,Margaret,6,female
1883,Bertha,7,female
1883,Ida,8,female
1883,Annie,9,female
1883,Clara,10,female
1883,Alice,11,female
1883,Sarah,12,female
1883,Grace,13,female
1883,Florence,14,female
1883,Martha,15,female
1883,Ella,16,female
1883,Nellie,17,female
1883,Bessie,18,female
1883,Laura,19,female
1883,Ethel,20,female
1884,Mary,1,female
1884,Anna,2,female
1884,Emma,3,female
1884,Elizabeth,4,female
1884,Minnie,5,female
1884,Margaret,6,female
1884,Ida,7,female
1884,Clara,8,female
1884,Bertha,9,female
1884,Annie,10,female
1884,Alice,11,female
1884,Florence,12,female
1884,Grace,13,female
1884,Sarah,14,female
1884,Bessie,15,female
1884,Martha,16,female
1884,Nellie,17,female
1884,Ethel,18,female
1884,Ella,19,female
1884,Mabel,20,female
1885,Mary,1,female
1885,Anna,2,female
1885,Emma,3,female
1885,Elizabeth,4,female
1885,Margaret,5,female
1885,Minnie,6,female
1885,Clara,7,female
1885,Bertha,8,female
1885,Ida,9,female
1885,Annie,10,female
1885,Alice,11,female
1885,Florence,12,female
1885,Bessie,13,female
1885,Grace,14,female
1885,Ethel,15,female
1885,Nellie,16,female
1885,Martha,17,female
1885,Sarah,18,female
1885,Ella,19,female
1885,Mabel,20,female
1886,Mary,1,female
1886,Anna,2,female
1886,Emma,3,female
1886,Elizabeth,4,female
1886,Minnie,5,female
1886,Margaret,6,female
1886,Ida,7,female
1886,Bertha,8,female
1886,Clara,9,female
1886,Florence,10,female
1886,Alice,11,female
1886,Bessie,12,female
1886,Annie,13,female
1886,Grace,14,female
1886,Ethel,15,female
1886,Sarah,16,female
1886,Nellie,17,female
1886,Martha,18,female
1886,Ella,19,female
1886,Mabel,20,female
1887,Mary,1,female
1887,Anna,2,female
1887,Elizabeth,3,female
1887,Emma,4,female
1887,Margaret,5,female
1887,Minnie,6,female
1887,Bertha,7,female
1887,Clara,8,female
1887,Florence,9,female
1887,Ida,10,female
1887,Ethel,11,female
1887,Annie,12,female
1887,Bessie,13,female
1887,Alice,14,female
1887,Grace,15,female
1887,Ella,16,female
1887,Martha,17,female
1887,Mabel,18,female
1887,Nellie,19,female
1887,Sarah,20,female
1888,Mary,1,female
1888,Anna,2,female
1888,Elizabeth,3,female
1888,Emma,4,female
1888,Margaret,5,female
1888,Minnie,6,female
1888,Bertha,7,female
1888,Florence,8,female
1888,Ethel,9,female
1888,Bessie,10,female
1888,Clara,11,female
1888,Ida,12,female
1888,Alice,13,female
1888,Annie,14,female
1888,Grace,15,female
1888,Helen,16,female
1888,Mabel,17,female
1888,Ella,18,female
1888,Martha,19,female
1888,Sarah,20,female
1889,Mary,1,female
1889,Anna,2,female
1889,Elizabeth,3,female
1889,Margaret,4,female
1889,Emma,5,female
1889,Minnie,6,female
1889,Florence,7,female
1889,Ethel,8,female
1889,Bessie,9,female
1889,Clara,10,female
1889,Bertha,11,female
1889,Alice,12,female
1889,Annie,13,female
1889,Ida,14,female
1889,Grace,15,female
1889,Mabel,16,female
1889,Helen,17,female
1889,Edna,18,female
1889,Nellie,19,female
1889,Sarah,20,female
1890,Mary,1,female
1890,Anna,2,female
1890,Elizabeth,3,female
1890,Margaret,4,female
1890,Emma,5,female
1890,Florence,6,female
1890,Ethel,7,female
1890,Minnie,8,female
1890,Clara,9,female
1890,Bertha,10,female
1890,Bessie,11,female
1890,Helen,12,female
1890,Grace,13,female
1890,Alice,14,female
1890,Annie,15,female
1890,Ida,16,female
1890,Mabel,17,female
1890,Edna,18,female
1890,Lillian,19,female
1890,Nellie,20,female
1891,Mary,1,female
1891,Anna,2,female
1891,Margaret,3,female
1891,Elizabeth,4,female
1891,Emma,5,female
1891,Florence,6,female
1891,Ethel,7,female
1891,Minnie,8,female
1891,Helen,9,female
1891,Bertha,10,female
1891,Clara,11,female
1891,Bessie,12,female
1891,Annie,13,female
1891,Grace,14,female
1891,Mabel,15,female
1891,Alice,16,female
1891,Ida,17,female
1891,Edna,18,female
1891,Ruth,19,female
1891,Lillian,20,female
1892,Mary,1,female
1892,Anna,2,female
1892,Elizabeth,3,female
1892,Margaret,4,female
1892,Ruth,5,female
1892,Florence,6,female
1892,Emma,7,female
1892,Ethel,8,female
1892,Helen,9,female
1892,Clara,10,female
1892,Bertha,11,female
1892,Minnie,12,female
1892,Bessie,13,female
1892,Alice,14,female
1892,Annie,15,female
1892,Grace,16,female
1892,Ida,17,female
1892,Edna,18,female
1892,Mabel,19,female
1892,Lillian,20,female
1893,Mary,1,female
1893,Anna,2,female
1893,Ruth,3,female
1893,Margaret,4,female
1893,Elizabeth,5,female
1893,Helen,6,female
1893,Florence,7,female
1893,Ethel,8,female
1893,Emma,9,female
1893,Bertha,10,female
1893,Clara,11,female
1893,Minnie,12,female
1893,Alice,13,female
1893,Edna,14,female
1893,Bessie,15,female
1893,Grace,16,female
1893,Annie,17,female
1893,Ida,18,female
1893,Marie,19,female
1893,Lillian,20,female
1894,Mary,1,female
1894,Anna,2,female
1894,Margaret,3,female
1894,Helen,4,female
1894,Elizabeth,5,female
1894,Ruth,6,female
1894,Ethel,7,female
1894,Florence,8,female
1894,Emma,9,female
1894,Marie,10,female
1894,Clara,11,female
1894,Minnie,12,female
1894,Bessie,13,female
1894,Bertha,14,female
1894,Edna,15,female
1894,Lillian,16,female
1894,Alice,17,female
1894,Annie,18,female
1894,Grace,19,female
1894,Mabel,20,female
1895,Mary,1,female
1895,Anna,2,female
1895,Helen,3,female
1895,Margaret,4,female
1895,Elizabeth,5,female
1895,Ruth,6,female
1895,Florence,7,female
1895,Ethel,8,female
1895,Marie,9,female
1895,Emma,10,female
1895,Bertha,11,female
1895,Clara,12,female
1895,Minnie,13,female
1895,Edna,14,female
1895,Bessie,15,female
1895,Lillian,16,female
1895,Alice,17,female
1895,Grace,18,female
1895,Annie,19,female
1895,Mabel,20,female
1896,Mary,1,female
1896,Anna,2,female
1896,Helen,3,female
1896,Margaret,4,female
1896,Ruth,5,female
1896,Ethel,6,female
1896,Elizabeth,7,female
1896,Florence,8,female
1896,Marie,9,female
1896,Emma,10,female
1896,Lillian,11,female
1896,Alice,12,female
1896,Edna,13,female
1896,Clara,14,female
1896,Bertha,15,female
1896,Minnie,16,female
1896,Grace,17,female
1896,Bessie,18,female
1896,Annie,19,female
1896,Rose,20,female
1897,Mary,1,female
1897,Anna,2,female
1897,Helen,3,female
1897,Margaret,4,female
1897,Ruth,5,female
1897,Elizabeth,6,female
1897,Florence,7,female
1897,Ethel,8,female
1897,Marie,9,female
1897,Emma,10,female
1897,Lillian,11,female
1897,Edna,12,female
1897,Bertha,13,female
1897,Grace,14,female
1897,Clara,15,female
1897,Alice,16,female
1897,Bessie,17,female
1897,Hazel,18,female
1897,Rose,19,female
1897,Annie,20,female
1898,Mary,1,female
1898,Anna,2,female
1898,Helen,3,female
1898,Margaret,4,female
1898,Ruth,5,female
1898,Florence,6,female
1898,Elizabeth,7,female
1898,Ethel,8,female
1898,Marie,9,female
1898,Lillian,10,female
1898,Alice,11,female
1898,Edna,12,female
1898,Emma,13,female
1898,Clara,14,female
1898,Grace,15,female
1898,Bessie,16,female
1898,Bertha,17,female
1898,Annie,18,female
1898,Hazel,19,female
1898,Rose,20,female
1899,Mary,1,female
1899,Anna,2,female
1899,Helen,3,female
1899,Margaret,4,female
1899,Ruth,5,female
1899,Florence,6,female
1899,Elizabeth,7,female
1899,Marie,8,female
1899,Ethel,9,female
1899,Lillian,10,female
1899,Edna,11,female
1899,Alice,12,female
1899,Emma,13,female
1899,Clara,14,female
1899,Grace,15,female
1899,Bertha,16,female
1899,Mildred,17,female
1899,Annie,18,female
1899,Bessie,19,female
1899,Gladys,20,female
1900,Mary,1,female
1900,Helen,2,female
1900,Anna,3,female
1900,Margaret,4,female
1900,Ruth,5,female
1900,Elizabeth,6,female
1900,Florence,7,female
1900,Ethel,8,female
1900,Marie,9,female
1900,Lillian,10,female
1900,Annie,11,female
1900,Edna,12,female
1900,Emma,13,female
1900,Alice,14,female
1900,Bessie,15,female
1900,Bertha,16,female
1900,Grace,17,female
1900,Rose,18,female
1900,Clara,19,female
1900,Mildred,20,female
1901,Mary,1,female
1901,Helen,2,female
1901,Anna,3,female
1901,Margaret,4,female
1901,Ruth,5,female
1901,Elizabeth,6,female
1901,Marie,7,female
1901,Florence,8,female
1901,Ethel,9,female
1901,Lillian,10,female
1901,Gladys,11,female
1901,Alice,12,female
1901,Edna,13,female
1901,Mildred,14,female
1901,Grace,15,female
1901,Annie,16,female
1901,Emma,17,female
1901,Clara,18,female
1901,Bertha,19,female
1901,Rose,20,female
1902,Mary,1,female
1902,Helen,2,female
1902,Anna,3,female
1902,Margaret,4,female
1902,Ruth,5,female
1902,Elizabeth,6,female
1902,Florence,7,female
1902,Marie,8,female
1902,Ethel,9,female
1902,Alice,10,female
1902,Lillian,11,female
1902,Gladys,12,female
1902,Edna,13,female
1902,Mildred,14,female
1902,Dorothy,15,female
1902,Annie,16,female
1902,Grace,17,female
1902,Emma,18,female
1902,Bessie,19,female
1902,Rose,20,female
1903,Mary,1,female
1903,Helen,2,female
1903,Anna,3,female
1903,Margaret,4,female
1903,Ruth,5,female
1903,Elizabeth,6,female
1903,Marie,7,female
1903,Florence,8,female
1903,Ethel,9,female
1903,Mildred,10,female
1903,Dorothy,11,female
1903,Alice,12,female
1903,Lillian,13,female
1903,Gladys,14,female
1903,Edna,15,female
1903,Grace,16,female
1903,Annie,17,female
1903,Rose,18,female
1903,Frances,19,female
1903,Clara,20,female
1904,Mary,1,female
1904,Helen,2,female
1904,Anna,3,female
1904,Margaret,4,female
1904,Ruth,5,female
1904,Elizabeth,6,female
1904,Marie,7,female
1904,Florence,8,female
1904,Mildred,9,female
1904,Dorothy,10,female
1904,Ethel,11,female
1904,Lillian,12,female
1904,Alice,13,female
1904,Gladys,14,female
1904,Edna,15,female
1904,Frances,16,female
1904,Annie,17,female
1904,Rose,18,female
1904,Grace,19,female
1904,Bertha,20,female
1905,Mary,1,female
1905,Helen,2,female
1905,Margaret,3,female
1905,Anna,4,female
1905,Ruth,5,female
1905,Elizabeth,6,female
1905,Dorothy,7,female
1905,Mildred,8,female
1905,Marie,9,female
1905,Alice,10,female
1905,Florence,11,female
1905,Ethel,12,female
1905,Lillian,13,female
1905,Gladys,14,female
1905,Edna,15,female
1905,Frances,16,female
1905,Annie,17,female
1905,Rose,18,female
1905,Grace,19,female
1905,Bessie,20,female
1906,Mary,1,female
1906,Helen,2,female
1906,Margaret,3,female
1906,Anna,4,female
1906,Ruth,5,female
1906,Dorothy,6,female
1906,Elizabeth,7,female
1906,Alice,8,female
1906,Mildred,9,female
1906,Florence,10,female
1906,Marie,11,female
1906,Ethel,12,female
1906,Lillian,13,female
1906,Frances,14,female
1906,Edna,15,female
1906,Gladys,16,female
1906,Rose,17,female
1906,Annie,18,female
1906,Grace,19,female
1906,Irene,20,female
1907,Mary,1,female
1907,Helen,2,female
1907,Margaret,3,female
1907,Anna,4,female
1907,Ruth,5,female
1907,Dorothy,6,female
1907,Elizabeth,7,female
1907,Mildred,8,female
1907,Alice,9,female
1907,Marie,10,female
1907,Florence,11,female
1907,Ethel,12,female
1907,Lillian,13,female
1907,Gladys,14,female
1907,Edna,15,female
1907,Frances,16,female
1907,Rose,17,female
1907,Evelyn,18,female
1907,Annie,19,female
1907,Grace,20,female
1908,Mary,1,female
1908,Helen,2,female
1908,Margaret,3,female
1908,Ruth,4,female
1908,Anna,5,female
1908,Dorothy,6,female
1908,Elizabeth,7,female
1908,Mildred,8,female
1908,Alice,9,female
1908,Marie,10,female
1908,Florence,11,female
1908,Ethel,12,female
1908,Lillian,13,female
1908,Frances,14,female
1908,Gladys,15,female
1908,Rose,16,female
1908,Edna,17,female
1908,Louise,18,female
1908,Grace,19,female
1908,Evelyn,20,female
1909,Mary,1,female
1909,Helen,2,female
1909,Margaret,3,female
1909,Ruth,4,female
1909,Dorothy,5,female
1909,Anna,6,female
1909,Elizabeth,7,female
1909,Mildred,8,female
1909,Marie,9,female
1909,Alice,10,female
1909,Florence,11,female
1909,Frances,12,female
1909,Ethel,13,female
1909,Lillian,14,female
1909,Gladys,15,female
1909,Edna,16,female
1909,Rose,17,female
1909,Evelyn,18,female
1909,Louise,19,female
1909,Irene,20,female
1910,Mary,1,female
1910,Helen,2,female
1910,Margaret,3,female
1910,Dorothy,4,female
1910,Ruth,5,female
1910,Anna,6,female
1910,Elizabeth,7,female
1910,Mildred,8,female
1910,Marie,9,female
1910,Alice,10,female
1910,Frances,11,female
1910,Florence,12,female
1910,Ethel,13,female
1910,Lillian,14,female
1910,Gladys,15,female
1910,Rose,16,female
1910,Evelyn,17,female
1910,Edna,18,female
1910,Annie,19,female
1910,Louise,20,female
1911,Mary,1,female
1911,Helen,2,female
1911,Margaret,3,female
1911,Dorothy,4,female
1911,Ruth,5,female
1911,Anna,6,female
1911,Elizabeth,7,female
1911,Mildred,8,female
1911,Marie,9,female
1911,Frances,10,female
1911,Alice,11,female
1911,Florence,12,female
1911,Lillian,13,female
1911,Rose,14,female
1911,Ethel,15,female
1911,Evelyn,16,female
1911,Edna,17,female
1911,Gladys,18,female
1911,Louise,19,female
1911,Catherine,20,female
1912,Mary,1,female
1912,Helen,2,female
1912,Dorothy,3,female
1912,Margaret,4,female
1912,Ruth,5,female
1912,Mildred,6,female
1912,Anna,7,female
1912,Elizabeth,8,female
1912,Frances,9,female
1912,Marie,10,female
1912,Alice,11,female
1912,Florence,12,female
1912,Evelyn,13,female
1912,Lillian,14,female
1912,Rose,15,female
1912,Edna,16,female
1912,Louise,17,female
1912,Ethel,18,female
1912,Gladys,19,female
1912,Virginia,20,female
1913,Mary,1,female
1913,Helen,2,female
1913,Dorothy,3,female
1913,Margaret,4,female
1913,Ruth,5,female
1913,Mildred,6,female
1913,Anna,7,female
1913,Elizabeth,8,female
1913,Frances,9,female
1913,Marie,10,female
1913,Alice,11,female
1913,Evelyn,12,female
1913,Florence,13,female
1913,Rose,14,female
1913,Virginia,15,female
1913,Lillian,16,female
1913,Louise,17,female
1913,Edna,18,female
1913,Gladys,19,female
1913,Ethel,20,female
1914,Mary,1,female
1914,Helen,2,female
1914,Dorothy,3,female
1914,Margaret,4,female
1914,Ruth,5,female
1914,Anna,6,female
1914,Mildred,7,female
1914,Elizabeth,8,female
1914,Frances,9,female
1914,Marie,10,female
1914,Evelyn,11,female
1914,Alice,12,female
1914,Florence,13,female
1914,Virginia,14,female
1914,Rose,15,female
1914,Lillian,16,female
1914,Louise,17,female
1914,Catherine,18,female
1914,Edna,19,female
1914,Gladys,20,female
1915,Mary,1,female
1915,Helen,2,female
1915,Dorothy,3,female
1915,Margaret,4,female
1915,Ruth,5,female
1915,Mildred,6,female
1915,Anna,7,female
1915,Elizabeth,8,female
1915,Frances,9,female
1915,Evelyn,10,female
1915,Marie,11,female
1915,Virginia,12,female
1915,Alice,13,female
1915,Florence,14,female
1915,Lillian,15,female
1915,Rose,16,female
1915,Irene,17,female
1915,Louise,18,female
1915,Catherine,19,female
1915,Edna,20,female
1916,Mary,1,female
1916,Helen,2,female
1916,Dorothy,3,female
1916,Margaret,4,female
1916,Ruth,5,female
1916,Mildred,6,female
1916,Anna,7,female
1916,Elizabeth,8,female
1916,Frances,9,female
1916,Virginia,10,female
1916,Evelyn,11,female
1916,Marie,12,female
1916,Alice,13,female
1916,Florence,14,female
1916,Rose,15,female
1916,Lillian,16,female
1916,Irene,17,female
1916,Louise,18,female
1916,Edna,19,female
1916,Catherine,20,female
1917,Mary,1,female
1917,Helen,2,female
1917,Dorothy,3,female
1917,Margaret,4,female
1917,Ruth,5,female
1917,Mildred,6,female
1917,Anna,7,female
1917,Elizabeth,8,female
1917,Frances,9,female
1917,Virginia,10,female
1917,Evelyn,11,female
1917,Marie,12,female
1917,Alice,13,female
1917,Florence,14,female
1917,Lillian,15,female
1917,Rose,16,female
1917,Irene,17,female
1917,Catherine,18,female
1917,Louise,19,female
1917,Edna,20,female
1918,Mary,1,female
1918,Helen,2,female
1918,Dorothy,3,female
1918,Margaret,4,female
1918,Ruth,5,female
1918,Mildred,6,female
1918,Virginia,7,female
1918,Frances,8,female
1918,Elizabeth,9,female
1918,Anna,10,female
1918,Evelyn,11,female
1918,Marie,12,female
1918,Alice,13,female
1918,Florence,14,female
1918,Lillian,15,female
1918,Irene,16,female
1918,Rose,17,female
1918,Louise,18,female
1918,Doris,19,female
1918,Catherine,20,female
1919,Mary,1,female
1919,Helen,2,female
1919,Dorothy,3,female
1919,Margaret,4,female
1919,Ruth,5,female
1919,Mildred,6,female
1919,Virginia,7,female
1919,Elizabeth,8,female
1919,Frances,9,female
1919,Anna,10,female
1919,Evelyn,11,female
1919,Marie,12,female
1919,Alice,13,female
1919,Florence,14,female
1919,Betty,15,female
1919,Irene,16,female
1919,Lillian,17,female
1919,Doris,18,female
1919,Rose,19,female
1919,Louise,20,female
1920,Mary,1,female
1920,Dorothy,2,female
1920,Helen,3,female
1920,Margaret,4,female
1920,Ruth,5,female
1920,Mildred,6,female
1920,Virginia,7,female
1920,Elizabeth,8,female
1920,Frances,9,female
1920,Anna,10,female
1920,Betty,11,female
1920,Evelyn,12,female
1920,Marie,13,female
1920,Doris,14,female
1920,Alice,15,female
1920,Florence,16,female
1920,Irene,17,female
1920,Lillian,18,female
1920,Louise,19,female
1920,Rose,20,female
1921,Mary,1,female
1921,Dorothy,2,female
1921,Helen,3,female
1921,Margaret,4,female
1921,Ruth,5,female
1921,Virginia,6,female
1921,Mildred,7,female
1921,Betty,8,female
1921,Frances,9,female
1921,Elizabeth,10,female
1921,Anna,11,female
1921,Evelyn,12,female
1921,Doris,13,female
1921,Marie,14,female
1921,Alice,15,female
1921,Marjorie,16,female
1921,Florence,17,female
1921,Irene,18,female
1921,Lillian,19,female
1921,Rose,20,female
1922,Mary,1,female
1922,Dorothy,2,female
1922,Helen,3,female
1922,Margaret,4,female
1922,Ruth,5,female
1922,Betty,6,female
1922,Virginia,7,female
1922,Mildred,8,female
1922,Elizabeth,9,female
1922,Frances,10,female
1922,Doris,11,female
1922,Anna,12,female
1922,Evelyn,13,female
1922,Marie,14,female
1922,Alice,15,female
1922,Marjorie,16,female
1922,Irene,17,female
1922,Florence,18,female
1922,Lillian,19,female
1922,Jean,20,female
1923,Mary,1,female
1923,Dorothy,2,female
1923,Helen,3,female
1923,Margaret,4,female
1923,Betty,5,female
1923,Ruth,6,female
1923,Virginia,7,female
1923,Mildred,8,female
1923,Elizabeth,9,female
1923,Frances,10,female
1923,Doris,11,female
1923,Evelyn,12,female
1923,Anna,13,female
1923,Marie,14,female
1923,Alice,15,female
1923,Marjorie,16,female
1923,Irene,17,female
1923,Florence,18,female
1923,Jean,19,female
1923,Lillian,20,female
1924,Mary,1,female
1924,Dorothy,2,female
1924,Helen,3,female
1924,Betty,4,female
1924,Margaret,5,female
1924,Ruth,6,female
1924,Virginia,7,female
1924,Mildred,8,female
1924,Doris,9,female
1924,Frances,10,female
1924,Elizabeth,11,female
1924,Evelyn,12,female
1924,Anna,13,female
1924,Marie,14,female
1924,Alice,15,female
1924,Jean,16,female
1924,Marjorie,17,female
1924,Irene,18,female
1924,Shirley,19,female
1924,Florence,20,female
1925,Mary,1,female
1925,Dorothy,2,female
1925,Betty,3,female
1925,Helen,4,female
1925,Margaret,5,female
1925,Ruth,6,female
1925,Virginia,7,female
1925,Doris,8,female
1925,Mildred,9,female
1925,Elizabeth,10,female
1925,Frances,11,female
1925,Evelyn,12,female
1925,Anna,13,female
1925,Jean,14,female
1925,Alice,15,female
1925,Marie,16,female
1925,Shirley,17,female
1925,Lois,18,female
1925,Irene,19,female
1925,Gloria,20,female
1926,Mary,1,female
1926,Dorothy,2,female
1926,Betty,3,female
1926,Helen,4,female
1926,Margaret,5,female
1926,Ruth,6,female
1926,Doris,7,female
1926,Virginia,8,female
1926,Mildred,9,female
1926,Frances,10,female
1926,Elizabeth,11,female
1926,Jean,12,female
1926,Evelyn,13,female
1926,Shirley,14,female
1926,Anna,15,female
1926,Barbara,16,female
1926,Alice,17,female
1926,Marie,18,female
